TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Er	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
beson	O	O	O	O	O	O	_	_	_
sen	O	O	O	O	O	O	_	_	_
soweit	O	O	O	O	O	O	_	_	_
gesund	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
täglich	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
Masse	O	O	O	O	O	O	_	_	_
Auch	O	O	O	O	O	O	_	_	_
hoffen	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
Priesterliches	O	O	O	O	O	O	_	_	_
Gel	O	O	O	O	O	O	_	_	_
Franz	B-PER	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
Zeilen	O	O	O	O	O	O	_	_	_
bitte	O	O	O	O	O	O	_	_	_
anschließen	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
gibt	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
ab	O	O	O	O	O	O	_	_	_
weil	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Porto	B-LOC	O	O	O	O	O	Q36433	_	_
jetzt	O	O	O	O	O	O	_	_	_
Breslau	B-LOC	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Prentz	O	O	O	O	O	O	_	_	_
gefahren	O	O	O	O	O	O	_	_	_
teuer	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
willich	O	O	O	O	O	O	_	_	_
schließen	O	O	O	O	O	O	_	_	_
Da	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Geschenk	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
tausend	O	O	O	O	O	O	_	_	_
Grüßen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Küster	O	O	O	O	O	O	_	_	_
neren	O	O	O	O	O	O	_	_	_
Priester	O	O	O	O	O	O	_	_	_
überreichen	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
allen	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
besonders	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Enkelchen	O	O	O	O	O	O	_	_	_
Euer	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
erste	O	O	O	O	O	O	_	_	_
Massopfe	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
zahlung	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
13	O	O	O	O	O	O	_	_	_
