TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
nicht	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
genau	O	O	O	O	O	O	_	_	_
Nun	O	O	O	O	O	O	_	_	_
will	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
schließen	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
vielen	O	O	O	O	O	O	_	_	_
tausend	O	O	O	O	O	O	_	_	_
Großen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Füßen	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
Euch	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
verbleibe	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
herzlichen	O	O	O	O	O	O	_	_	_
Grußbuer	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
liebende	O	O	O	O	O	O	_	_	_
Mutter	O	O	O	O	O	O	_	_	_
Agnes	B-PER	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Bertold	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
wünsche	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
fröhliches	O	O	O	O	O	O	_	_	_
Pfingsfest	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
viele	O	O	O	O	O	O	_	_	_
Gnaden	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
H	O	O	O	O	O	O	_	_	_
Geiste	O	O	O	O	O	O	_	_	_
Joh	O	O	O	O	O	O	_	_	_
Augenbar	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	_
30	O	O	O	O	O	O	_	_	_
§	O	O	O	O	O	O	_	_	_
1784	O	O	O	O	O	O	_	_	_
13	O	O	O	O	O	O	_	_	_
Geliebte	O	O	O	O	O	O	_	_	_
Kinder	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Familie	O	O	O	O	O	O	_	_	_
Euern	B-PER	O	O	O	O	O	_	_	_
lieben	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
daraus	O	O	O	O	O	O	_	_	_
ersehen	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
gesund	O	O	O	O	O	O	_	_	_
seid	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
berichten	O	O	O	O	O	O	_	_	_
kan	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
eher	O	O	O	O	O	O	_	_	_
geschrieben	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
erhalt	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
gutt	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
se	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Schreiben	O	O	O	O	O	O	_	_	_
imer	O	O	O	O	O	O	_	_	_
verschoben	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
weil	O	O	O	O	O	O	_	_	_
Marchen	O	O	O	O	O	O	_	_	_
öfter	O	O	O	O	O	O	_	_	_
schreibt	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
Berte	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
was	O	O	O	O	O	O	_	_	_
entschreiben	O	O	O	O	O	O	_	_	_
Von	O	O	O	O	O	O	_	_	_
Marchen	B-PER	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Claus	B-PER	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Geld	O	O	O	O	O	O	_	_	_
bekommen	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
Jahre	O	O	O	O	O	O	_	_	_
tüchtig	O	O	O	O	O	O	_	_	_
sparen	O	O	O	O	O	O	_	_	_
Wir	O	O	O	O	O	O	_	_	_
hätten	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
ganzen	O	O	O	O	O	O	_	_	_
Marschreckliche	O	O	O	O	O	O	_	_	_
Solte	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
eben	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Husten	O	O	O	O	O	O	_	_	_
bekommen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Stube	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
