TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Neuigkeiten	O	O	O	O	O	O	_	_	_
berichten	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
gestern	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Herr	O	O	O	O	O	O	_	_	_
Gürtler	B-PER	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
2	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Hause	B-LOC	O	O	O	O	O	http://www.wikidata.org/entity/Q1517712	_	_
gezeicht	O	O	O	O	O	O	_	_	_
wo	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
groß	O	O	O	O	O	O	_	_	_
Dir	O	O	O	O	O	O	_	_	_
oft	O	O	O	O	O	O	_	_	_
grüßte	O	O	O	O	O	O	_	_	_
mitgeschickt	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
Portogaphiert	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
gefiel	O	O	O	O	O	O	_	_	_
ihn	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
ungefähr	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
besser	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
andern	O	O	O	O	O	O	_	_	_
4	O	O	O	O	O	O	_	_	_
Wochen	O	O	O	O	O	O	_	_	_
beerdigt	O	O	O	O	O	O	_	_	_
wurden	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
soll	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Reisegeld	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
schicken	O	O	O	O	O	O	_	_	_
Er	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
Lungenkrank	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
alte	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
kommt	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
weiß	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Ich	O	O	O	O	O	O	_	_	_
hätte	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
bitte	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
Pfarreter	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
Pfarrer	O	O	O	O	O	O	_	_	_
Baum	B-PER	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
rechten	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
