TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
etwas	O	O	O	O	O	O	_	_	_
anderes	O	O	O	O	O	O	_	_	_
dazwischen¬	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
dazugekom¬	B-OTH	O	O	O	O	O	_	_	_
denn	I-OTH	O	O	O	O	O	_	_	_
Rodtmuß	I-OTH	O	O	O	O	O	_	_	_
zum	I-OTH	O	O	O	O	O	_	_	_
1.	I-OTH	O	O	O	O	O	_	_	_
Octo¬	I-OTH	O	O	O	O	O	_	_	_
men,	I-OTH	O	O	O	O	O	_	_	_
Ihnen	I-OTH	O	O	O	O	O	_	_	_
wieder	I-OTH	O	O	O	O	O	_	_	_
einmal	I-OTH	O	O	O	O	O	_	_	_
ber	I-OTH	O	O	O	O	O	_	_	_
d.	I-OTH	O	O	O	O	O	_	_	_
J.	I-OTH	O	O	O	O	O	_	_	_
Soldat	I-OTH	O	O	O	O	O	_	_	_
werden	I-OTH	O	O	O	O	O	_	_	_
deßen	I-OTH	O	O	O	O	O	_	_	_
einige	O	O	O	O	O	O	_	_	_
Zeilen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
schreiben.	O	O	O	O	O	O	_	_	_
falls	O	O	O	O	O	O	_	_	_
lasse	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
hierin	O	O	O	O	O	O	_	_	_
er¬	O	O	O	O	O	O	_	_	_
Heute	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
stain,	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
ihr	O	O	O	O	O	O	_	_	_
fast	O	O	O	O	O	O	_	_	_
vorgenommen	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
Wenigstens	O	O	O	O	O	O	_	_	_
beians,	B-OTH	O	O	O	O	O	_	_	_
Erken¬	I-OTH	O	O	O	O	O	_	_	_
meiner	I-OTH	O	O	O	O	O	_	_	_
alten	I-OTH	O	O	O	O	O	_	_	_
Schuld	I-OTH	O	O	O	O	O	_	_	_
zu	I-OTH	O	O	O	O	O	_	_	_
entle¬	I-OTH	O	O	O	O	O	_	_	_
Das	I-OTH	O	O	O	O	O	_	_	_
ist	I-OTH	O	O	O	O	O	_	_	_
wieder	I-OTH	O	O	O	O	O	_	_	_
ein	I-OTH	O	O	O	O	O	_	_	_
Strich	I-OTH	O	O	O	O	O	_	_	_
durch	I-OTH	O	O	O	O	O	_	_	_
digen	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
will	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
Ihnen	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Rechnung,	I-OTH	O	O	O	O	O	_	_	_
denn	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
hatte	I-OTH	O	O	O	O	O	_	_	_
gen	I-OTH	O	O	O	O	O	_	_	_
über	I-OTH	O	O	O	O	O	_	_	_
unser	I-OTH	O	O	O	O	O	_	_	_
getrages	I-OTH	O	O	O	O	O	_	_	_
Er¬	I-OTH	O	O	O	O	O	_	_	_
geglaubt,	I-OTH	O	O	O	O	O	_	_	_
daß	I-OTH	O	O	O	O	O	_	_	_
er	I-OTH	O	O	O	O	O	_	_	_
nicht	I-OTH	O	O	O	O	O	_	_	_
fänglich	I-OTH	O	O	O	O	O	_	_	_
gehen	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
über	I-OTH	O	O	O	O	O	_	_	_
Neustadt	I-OTH	O	O	O	O	O	_	_	_
Un¬	I-OTH	O	O	O	O	O	_	_	_
sein	I-OTH	O	O	O	O	O	_	_	_
würde,	I-OTH	O	O	O	O	O	_	_	_
aber	I-OTH	O	O	O	O	O	_	_	_
er	I-OTH	O	O	O	O	O	_	_	_
hat	I-OTH	O	O	O	O	O	_	_	_
sich	I-OTH	O	O	O	O	O	_	_	_
im	I-OTH	O	O	O	O	O	_	_	_
Gelegenheiten	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
schreiben	I-OTH	O	O	O	O	O	_	_	_
letzten	I-OTH	O	O	O	O	O	_	_	_
Jahre	I-OTH	O	O	O	O	O	_	_	_
gut	I-OTH	O	O	O	O	O	_	_	_
entwickelt,	I-OTH	O	O	O	O	O	_	_	_
dieses	O	O	O	O	O	O	_	_	_
Jahr	O	O	O	O	O	O	_	_	_
bin	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
endlich	O	O	O	O	O	O	_	_	_
stark	O	O	O	O	O	O	_	_	_
gewor¬	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
gegangen	O	O	O	O	O	O	_	_	_
weil	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
den.	B-OTH	O	O	O	O	O	_	_	_
Über	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
Stadt	I-OTH	O	O	O	O	O	_	_	_
angelegen.	I-OTH	O	O	O	O	O	_	_	_
heiten	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
ihnen	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
ja	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
ausführlichen	O	O	O	O	O	O	_	_	_
Bescheid	O	O	O	O	O	O	_	_	_
geben	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
de,	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Her¬	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
tüchtig	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Schreibe¬	O	O	O	O	O	O	_	_	_
geslicht	O	O	O	O	O	O	_	_	_
spazieren	O	O	O	O	O	O	_	_	_
gesenken.	O	O	O	O	O	O	_	_	_
ganz	O	O	O	O	O	O	_	_	_
