TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
hatten	O	O	O	O	O	O	_	_	_
natürlich	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Brauer	O	O	O	O	O	O	_	_	_
gemacht	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Dekla	B-PER	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
dir	O	O	O	O	O	O	_	_	_
sagen	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	_
mütlich	O	O	O	O	O	O	_	_	_
hier	O	O	O	O	O	O	_	_	_
Sonntag	O	O	O	O	O	O	_	_	_
nachmittag	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
meistens	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Gompagnie	O	O	O	O	O	O	_	_	_
geladen	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Tekla	B-PER	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
8	O	O	O	O	O	O	_	_	_
Febr	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
mein	O	O	O	O	O	O	_	_	_
Onkel	B-PER	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
Nebra	B-LOC	O	O	O	O	O	https://www.wikidata.org/wiki/Q504051	_	_
ka	I-LOC	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Besuch	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
Tage	O	O	O	O	O	O	_	_	_
Spaziergange	O	O	O	O	O	O	_	_	_
gehalten	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
waren	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
zweit	O	O	O	O	O	O	_	_	_
größten	O	O	O	O	O	O	_	_	_
Schlacht	O	O	O	O	O	O	_	_	_
hause	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Welt	O	O	O	O	O	O	_	_	_
wo	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
Neger	O	O	O	O	O	O	_	_	_
schaffen	O	O	O	O	O	O	_	_	_
Hans	B-PER	O	O	O	O	O	_	_	_
bit	O	O	O	O	O	O	_	_	_
13	O	O	O	O	O	O	_	_	_
Febr	O	O	O	O	O	O	_	_	_
1891	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Tekla	B-PER	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
Schwägerin	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Dir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
erhalten	O	O	O	O	O	O	_	_	_
wofür	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
danken	O	O	O	O	O	O	_	_	_
Endlich	O	O	O	O	O	O	_	_	_
kam	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
dich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
paar	O	O	O	O	O	O	_	_	_
Zeilen	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
beglücken	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Tekla	B-PER	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
gesund	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
munter	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
hoffen	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
dich	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
bester	O	O	O	O	O	O	_	_	_
Gesundheit	O	O	O	O	O	O	_	_	_
antrifft	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Tekla	B-PER	O	O	O	O	O	_	_	_
nachdem	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
jetzt	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
nett	O	O	O	O	O	O	_	_	_
häuslich	O	O	O	O	O	O	_	_	_
eingerichtet	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
gefällt	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
Haben	O	O	O	O	O	O	_	_	_
3	O	O	O	O	O	O	_	_	_
richt	O	O	O	O	O	O	_	_	_
schöne	O	O	O	O	O	O	_	_	_
Zimmer	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
vorderen	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Teppich	O	O	O	O	O	O	_	_	_
Vertik	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
schönen	O	O	O	O	O	O	_	_	_
Kleide	O	O	O	O	O	O	_	_	_
drei	O	O	O	O	O	O	_	_	_
schrank	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
niedlichen	O	O	O	O	O	O	_	_	_
Tisch	O	O	O	O	O	O	_	_	_
zwei	O	O	O	O	O	O	_	_	_
Ledersessel	O	O	O	O	O	O	_	_	_
u	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
einige	O	O	O	O	O	O	_	_	_
Stühle	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Zimmer	O	O	O	O	O	O	_	_	_
macht	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
ausgezeichnet	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Gaier	O	O	O	O	O	O	_	_	_
freut	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Zimmer	O	O	O	O	O	O	_	_	_
tritt	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Tekla	B-PER	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
