TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
einen	O	O	O	O	O	O	_	_	_
Schneiden	O	O	O	O	O	O	_	_	_
guter	O	O	O	O	O	O	_	_	_
Bräutigam	O	O	O	O	O	O	_	_	_
wünschen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
S	B-PER	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
lassen	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
grüßen	O	O	O	O	O	O	_	_	_
dig	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
gens	O	O	O	O	O	O	_	_	_
Rustan	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	_
24	O	O	O	O	O	O	_	_	_
May	O	O	O	O	O	O	_	_	_
Meine	O	O	O	O	O	O	_	_	_
liebe	O	O	O	O	O	O	_	_	_
lite	O	O	O	O	O	O	_	_	_
kla	O	O	O	O	O	O	_	_	_
Hoch	O	O	O	O	O	O	_	_	_
erst	O	O	O	O	O	O	_	_	_
aber	O	O	O	O	O	O	_	_	_
Ihren	O	O	O	O	O	O	_	_	_
leben	O	O	O	O	O	O	_	_	_
Brief	O	O	O	O	O	O	_	_	_
sage	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
unsern	O	O	O	O	O	O	_	_	_
besten	O	O	O	O	O	O	_	_	_
Dank	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
frei	O	O	O	O	O	O	_	_	_
uns	O	O	O	O	O	O	_	_	_
zugleich	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
erdient	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
gutes	O	O	O	O	O	O	_	_	_
Mädchen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
manches	O	O	O	O	O	O	_	_	_
Wort	O	O	O	O	O	O	_	_	_
miteinander	O	O	O	O	O	O	_	_	_
geplaudert	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
ben	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
sogar	O	O	O	O	O	O	_	_	_
ins	O	O	O	O	O	O	_	_	_
Schlachthaus	O	O	O	O	O	O	_	_	_
gekommen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
nie	O	O	O	O	O	O	_	_	_
gefra	O	O	O	O	O	O	_	_	_
nen	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
gesehen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
So	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
sprechen	O	O	O	O	O	O	_	_	_
konte	O	O	O	O	O	O	_	_	_
