TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Eindruck	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
ob	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
Elende	O	O	O	O	O	O	_	_	_
gemacht	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
est	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
baldem	O	O	O	O	O	O	_	_	_
Ende	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
überzeugt	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
ge	B-OTH	O	O	O	O	O	_	_	_
Überstatt	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
besser	I-OTH	O	O	O	O	O	_	_	_
wird	I-OTH	O	O	O	O	O	_	_	_
wird	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
ten	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
strebsamen	I-OTH	O	O	O	O	O	_	_	_
Mann	I-OTH	O	O	O	O	O	_	_	_
be	I-OTH	O	O	O	O	O	_	_	_
von	O	O	O	O	O	O	_	_	_
Tag	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
verrückter	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
kommen	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
Sie	O	O	O	O	O	O	_	_	_
schlimmer	O	O	O	O	O	O	_	_	_
Unter	O	O	O	O	O	O	_	_	_
solchen	O	O	O	O	O	O	_	_	_
Umstän	O	O	O	O	O	O	_	_	_
seine	O	O	O	O	O	O	_	_	_
erfahrene	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ansichtige	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Frau	O	O	O	O	O	O	_	_	_
