TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Herrschaft	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
übrige	O	O	O	O	O	O	_	_	_
durch	O	O	O	O	O	O	_	_	_
recht	O	O	O	O	O	O	_	_	_
herzlich	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
drin	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
Inkla	B-PER	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
Geld	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
gut	O	O	O	O	O	O	_	_	_
ange	O	O	O	O	O	O	_	_	_
komen	O	O	O	O	O	O	_	_	_
Hedung	B-PER	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Backgeholt	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
alles	O	O	O	O	O	O	_	_	_
richtig	O	O	O	O	O	O	_	_	_
