TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
im	I-OTH	O	O	O	O	O	_	_	_
letzten	I-OTH	O	O	O	O	O	_	_	_
Briefe	I-OTH	O	O	O	O	O	_	_	_
doch	I-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
schön	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
liebe	I-OTH	O	O	O	O	O	_	_	_
voll	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
gefreut	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
Deine	B-ORG	O	O	O	O	O	_	_	_
Zeilen	I-ORG	O	O	O	O	O	_	_	_
Musterchen	I-ORG	O	O	O	O	O	_	_	_
schickte	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
vorige	O	O	O	O	O	O	_	_	_
Woche	O	O	O	O	O	O	_	_	_
ein	O	O	O	O	O	O	_	_	_
Körbchen	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Obst	B-OTH	O	O	O	O	O	_	_	_
Brot	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
Butter	I-OTH	O	O	O	O	O	_	_	_
was	I-OTH	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
sehr	O	O	O	O	O	O	_	_	_
gefreut	O	O	O	O	O	O	_	_	_
hatt	B-OTH	O	O	O	O	O	_	_	_
Mutter	I-OTH	O	O	O	O	O	_	_	_
ist	I-OTH	O	O	O	O	O	_	_	_
so	I-OTH	O	O	O	O	O	_	_	_
gut	I-OTH	O	O	O	O	O	_	_	_
zu	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
wie	I-OTH	O	O	O	O	O	_	_	_
wenn	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
Ihr	I-OTH	O	O	O	O	O	_	_	_
Sohn	I-OTH	O	O	O	O	O	_	_	_
wäre	I-OTH	O	O	O	O	O	_	_	_
Auch	I-OTH	O	O	O	O	O	_	_	_
hatt	I-OTH	O	O	O	O	O	_	_	_
Sie	I-OTH	O	O	O	O	O	_	_	_
mir	I-OTH	O	O	O	O	O	_	_	_
einen	I-OTH	O	O	O	O	O	_	_	_
schönen	I-OTH	O	O	O	O	O	_	_	_
Brief	I-OTH	O	O	O	O	O	_	_	_
geschrieben	I-OTH	O	O	O	O	O	_	_	_
Wie	I-OTH	O	O	O	O	O	_	_	_
geht	I-OTH	O	O	O	O	O	_	_	_
es	I-OTH	O	O	O	O	O	_	_	_
die	I-OTH	O	O	O	O	O	_	_	_
liebe	I-OTH	O	O	O	O	O	_	_	_
Thee	I-OTH	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
neue	O	O	O	O	O	O	_	_	_
Präsident	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
Amerika	B-LOC	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
wohl	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Frieden	B-OTH	O	O	O	O	O	_	_	_
mit	I-OTH	O	O	O	O	O	_	_	_
Deutschland	I-OTH	O	O	O	O	O	_	_	_
schließen	I-OTH	O	O	O	O	O	_	_	_
was	I-OTH	O	O	O	O	O	_	_	_
glaub	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
im	I-OTH	O	O	O	O	O	_	_	_
nächsten	I-OTH	O	O	O	O	O	_	_	_
Frühjahr	I-OTH	O	O	O	O	O	_	_	_
sein	I-OTH	O	O	O	O	O	_	_	_
wird	I-OTH	O	O	O	O	O	_	_	_
Ich	I-OTH	O	O	O	O	O	_	_	_
kann	I-OTH	O	O	O	O	O	_	_	_
den	I-OTH	O	O	O	O	O	_	_	_
Tag	I-OTH	O	O	O	O	O	_	_	_
gar	I-OTH	O	O	O	O	O	_	_	_
nicht	I-OTH	O	O	O	O	O	_	_	_
erwarten	I-OTH	O	O	O	O	O	_	_	_
mein	I-OTH	O	O	O	O	O	_	_	_
Liebes	I-OTH	O	O	O	O	O	_	_	_
Herz	I-OTH	O	O	O	O	O	_	_	_
bis	I-OTH	O	O	O	O	O	_	_	_
ich	I-OTH	O	O	O	O	O	_	_	_
dich	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
meinen	I-OTH	O	O	O	O	O	_	_	_
Armen	I-OTH	O	O	O	O	O	_	_	_
habe	I-OTH	O	O	O	O	O	_	_	_
Dann	I-OTH	O	O	O	O	O	_	_	_
soll	I-OTH	O	O	O	O	O	_	_	_
alles	I-OTH	O	O	O	O	O	_	_	_
was	I-OTH	O	O	O	O	O	_	_	_
Das	I-OTH	O	O	O	O	O	_	_	_
Leben	I-OTH	O	O	O	O	O	_	_	_
uns	I-OTH	O	O	O	O	O	_	_	_
erschwerte	O	O	O	O	O	O	_	_	_
vergessen	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
einer	O	O	O	O	O	O	_	_	_
neuen	O	O	O	O	O	O	_	_	_
glücklichen	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
wollen	O	O	O	O	O	O	_	_	_
wir	O	O	O	O	O	O	_	_	_
entgegen	O	O	O	O	O	O	_	_	_
gehen	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
Liebe	O	O	O	O	O	O	_	_	_
goldene	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
für	O	O	O	O	O	O	_	_	_
Uns	O	O	O	O	O	O	_	_	_
kommen	O	O	O	O	O	O	_	_	_
Frest	O	O	O	O	O	O	_	_	_
Du	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
we	O	O	O	O	O	O	_	_	_
