TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Zwischen	B-OTH	O	O	O	O	O	Q20220348	_	_
der	O	O	O	O	O	O	_	_	_
Vogel	B-OTH	O	O	O	O	O	Q107246434	_	_
ertönt	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Ehre	B-OTH	O	O	O	O	O	Q8445	_	_
Gottes	B-OTH	O	O	O	O	O	Q190	_	_
Nicht	O	O	O	O	O	O	_	_	_
umsonst	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Monatha	B-OTH	O	O	O	O	O	Q494446	_	_
von	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Richtern	B-OTH	O	O	O	O	O	Q321356	_	_
als	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
schönste	O	O	O	O	O	O	_	_	_
gepriesen	O	O	O	O	O	O	_	_	_
worden	O	O	O	O	O	O	_	_	_
Denn	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
hierzu	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
Berechtigung	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	_
handen	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Leben	B-OTH	O	O	O	O	O	Q1470283	_	_
des	O	O	O	O	O	O	_	_	_
Men	B-OTH	O	O	O	O	O	Q3854658	_	_
schen	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Jugendzeit	B-OTH	O	O	O	O	O	Q185985	_	_
der	O	O	O	O	O	O	_	_	_
Ma	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
mir	O	O	O	O	O	O	_	_	_
einmal	O	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
Leben	B-OTH	O	O	O	O	O	Q1470283	_	_
vor	O	O	O	O	O	O	_	_	_
handen	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
stellt	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Recht	B-OTH	O	O	O	O	O	Q67773084	_	_
des	O	O	O	O	O	O	_	_	_
Lebens	B-OTH	O	O	O	O	O	Q3279822	_	_
ein	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
aus	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Bluten	B-OTH	O	O	O	O	O	Q494268	_	_
Schatz	B-OTH	O	O	O	O	O	Q9585	_	_
sollen	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
nun	O	O	O	O	O	O	_	_	_
Früchte	B-OTH	O	O	O	O	O	Q744457	_	_
entwickeln	O	O	O	O	O	O	_	_	_
Aber	B-OTH	O	O	O	O	O	Q336889	_	_
auch	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Allen	B-OTH	O	O	O	O	O	Q485742	_	_
ist	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
vergönnt	O	O	O	O	O	O	_	_	_
einen	O	O	O	O	O	O	_	_	_
Lebensman	B-OTH	O	O	O	O	O	Q3279822	_	_
zur	O	O	O	O	O	O	_	_	_
erleben	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
damit	O	O	O	O	O	O	_	_	_
abfinden	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
bereits	O	O	O	O	O	O	_	_	_
bekannt	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
unser	O	O	O	O	O	O	_	_	_
Sohn	B-OTH	O	O	O	O	O	Q814691	_	_
Kurt	B-PER	O	O	O	O	O	_	_	_
im	O	O	O	O	O	O	_	_	_
vorigen	O	O	O	O	O	O	_	_	_
Jah	O	O	O	O	O	O	_	_	_
re	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
hiesigen	O	O	O	O	O	O	_	_	_
ArtillerieRe	O	O	O	O	O	O	_	_	_
giment	O	O	O	O	O	O	_	_	_
als	O	O	O	O	O	O	_	_	_
Einjähriger	O	O	O	O	O	O	_	_	_
gedient	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
diesem	O	O	O	O	O	O	_	_	_
Jahre	O	O	O	O	O	O	_	_	_
hat	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
schon	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
zwöchige	O	O	O	O	O	O	_	_	_
Übung	O	O	O	O	O	O	_	_	_
abgelei	O	O	O	O	O	O	_	_	_
stet	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
gestrigen	O	O	O	O	O	O	_	_	_
Tage	B-OTH	O	O	O	O	O	Q1285642	_	_
beendet	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
Zu	O	O	O	O	O	O	_	_	_
unserer	O	O	O	O	O	O	_	_	_
Freude	B-OTH	O	O	O	O	O	Q1470688	_	_
hat	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
diese	O	O	O	O	O	O	_	_	_
Zeit	B-OTH	O	O	O	O	O	Q8068886	_	_
mit	O	O	O	O	O	O	_	_	_
Erfolg	O	O	O	O	O	O	_	_	_
beendet	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
bereits	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Regewachemeister	O	O	O	O	O	O	_	_	_
ernannt	O	O	O	O	O	O	_	_	_
wor	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
An	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
er	O	O	O	O	O	O	_	_	_
wieder	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Neisse	B-LOC	O	O	O	O	O	Q815721	_	_
aus	O	O	O	O	O	O	_	_	_
Landgericht	B-OTH	O	O	O	O	O	Q18697490	_	_
um	O	O	O	O	O	O	_	_	_
dort	O	O	O	O	O	O	_	_	_
seinem	O	O	O	O	O	O	_	_	_
Briefe	B-OTH	O	O	O	O	O	Q193411	_	_
zu	O	O	O	O	O	O	_	_	_
dien	O	O	O	O	O	O	_	_	_
Wir	B-OTH	O	O	O	O	O	Q7997989	_	_
aber	O	O	O	O	O	O	_	_	_
sind	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
da	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
Geld	B-OTH	O	O	O	O	O	Q12846123	_	_
zu	O	O	O	O	O	O	_	_	_
geben	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
ihm	O	O	O	O	O	O	_	_	_
seine	O	O	O	O	O	O	_	_	_
weitere	O	O	O	O	O	O	_	_	_
Ausbildung	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
ermöglichen	O	O	O	O	O	O	_	_	_
Und	O	O	O	O	O	O	_	_	_
dann	O	O	O	O	O	O	_	_	_
muß	O	O	O	O	O	O	_	_	_
man	O	O	O	O	O	O	_	_	_
nur	O	O	O	O	O	O	_	_	_
immer	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
froh	O	O	O	O	O	O	_	_	_
sein	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Geld	B-OTH	O	O	O	O	O	Q12846123	_	_
nicht	O	O	O	O	O	O	_	_	_
umsonst	O	O	O	O	O	O	_	_	_
ausgegeben	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
wenn	O	O	O	O	O	O	_	_	_
noch	O	O	O	O	O	O	_	_	_
etwas	O	O	O	O	O	O	_	_	_
erreicht	O	O	O	O	O	O	_	_	_
wird	O	O	O	O	O	O	_	_	_
Nun	B-OTH	O	O	O	O	O	Q2005160	_	_
will	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
auch	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Beant	B-OTH	O	O	O	O	O	Q380532	_	_
wartung	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
mich	O	O	O	O	O	O	_	_	_
gerichteten	O	O	O	O	O	O	_	_	_
Briefes	B-OTH	O	O	O	O	O	Q1897717	_	_
kommen	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Ihnen	O	O	O	O	O	O	_	_	_
zunächst	O	O	O	O	O	O	_	_	_
mitteilen	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
grobe	O	O	O	O	O	O	_	_	_
Lügen	O	O	O	O	O	O	_	_	_
4	O	O	O	O	O	O	_	_	_
