TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
gewesen	O	O	O	O	O	O	_	_	_
schade	O	O	O	O	O	O	_	_	_
das	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Jungens	O	O	O	O	O	O	_	_	_
solche	O	O	O	O	O	O	_	_	_
Hier	O	O	O	O	O	O	_	_	_
war	O	O	O	O	O	O	_	_	_
nicht	O	O	O	O	O	O	_	_	_
viel	O	O	O	O	O	O	_	_	_
Festtags	O	O	O	O	O	O	_	_	_
Zeit	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
eine	O	O	O	O	O	O	_	_	_
gute	O	O	O	O	O	O	_	_	_
Stelle	O	O	O	O	O	O	_	_	_
stimmung	O	O	O	O	O	O	_	_	_
ich	O	O	O	O	O	O	_	_	_
hatte	O	O	O	O	O	O	_	_	_
meine	O	O	O	O	O	O	_	_	_
zu	O	O	O	O	O	O	_	_	_
finden,	O	O	O	O	O	O	_	_	_
nachdem	O	O	O	O	O	O	_	_	_
alle	O	O	O	O	O	O	_	_	_
soviel	O	O	O	O	O	O	_	_	_
seien	O	O	O	O	O	O	_	_	_
Sonntag	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
vor¬	B-OTH	O	O	O	O	O	_	_	_
Zeit	I-OTH	O	O	O	O	O	_	_	_
müßten	I-OTH	O	O	O	O	O	_	_	_
einbüßen.	I-OTH	O	O	O	O	O	_	_	_
Sage	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
dort	I-OTH	O	O	O	O	O	_	_	_
bei	I-OTH	O	O	O	O	O	_	_	_
Anali	I-OTH	O	O	O	O	O	_	_	_
ter	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
August	I-OTH	O	O	O	O	O	_	_	_
nochmals	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
illis,	I-OTH	O	O	O	O	O	_	_	_
illi	I-OTH	O	O	O	O	O	_	_	_
geht	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
vielen	I-OTH	O	O	O	O	O	_	_	_
herzlichen	I-OTH	O	O	O	O	O	_	_	_
dank	I-OTH	O	O	O	O	O	_	_	_
und	I-OTH	O	O	O	O	O	_	_	_
zum	I-OTH	O	O	O	O	O	_	_	_
nach	I-OTH	O	O	O	O	O	_	_	_
derer	I-OTH	O	O	O	O	O	_	_	_
Colora¬	I-OTH	O	O	O	O	O	_	_	_
verbleibe	I-OTH	O	O	O	O	O	_	_	_
in	I-OTH	O	O	O	O	O	_	_	_
Liebe	I-OTH	O	O	O	O	O	_	_	_
deine	I-OTH	O	O	O	O	O	_	_	_
Frau¬	I-OTH	O	O	O	O	O	_	_	_
Wir	I-OTH	O	O	O	O	O	_	_	_
werden	I-OTH	O	O	O	O	O	_	_	_
uns	I-OTH	O	O	O	O	O	_	_	_
richten	I-OTH	O	O	O	O	O	_	_	_
Rauber¬	I-OTH	O	O	O	O	O	_	_	_
de	I-OTH	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
geht	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
29ten	O	O	O	O	O	O	_	_	_
zählen	O	O	O	O	O	O	_	_	_
können	O	O	O	O	O	O	_	_	_
bei	O	O	O	O	O	O	_	_	_
unsere	O	O	O	O	O	O	_	_	_
diesen	O	O	O	O	O	O	_	_	_
Monat	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
ihren	O	O	O	O	O	O	_	_	_
Wiedersehe	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
ist	O	O	O	O	O	O	_	_	_
vielleicht	O	O	O	O	O	O	_	_	_
bevor	O	O	O	O	O	O	_	_	_
nebst	O	O	O	O	O	O	_	_	_
